Item_ID	Sentence	Context	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head	maunalHedge
71908:46	and, you know, working out six hours a day, usually six or seven days a week that kind of, kept us all in pretty good shape,.	###and your whole body aches , you know . E_S ###SpeakerA41*t41 . ###Yeah . E_S ###SpeakerB42*t42 . ###Um , I know -NONE- I 'm looking forward to -N401EF6 getting back into -N401F09 getting into shape , E_S ###uh , I feel like I 'm out of shape E_S ###but I feel guilty for -N40207F not going , because \[ I \+ really I 'm , \] \+ I 'm \] so used to -N4020CA going for , you know , three or four years now . E_S ###SpeakerA43*t43 . ###Uh-huh . E_S ###SpeakerB44*t43 . ###SpeakerA45*t45 . ###Yeah , E_S ###I , stayed in pretty good shape during school . E_S ###SpeakerB46*t46 . ###But , um , E_S ###SpeakerA47*t47 . ###I played baseball , all the way through E_S ###SpeakerB48*t48 . ###Uh-huh . E_S ###SpeakerA49*t49 . 	yes	yes	no	no	no	yes	no	no	yes	S	no
71989:47	just, because yo-, you don't like --n403986 to or because, because you won't be able --n4039b9 to.	###SpeakerA73*t73 . ###Uh , we 've got a one story house now E_S ###\[ that 's , \+ that 's \] enough . E_S ###I guess -NONE- I push the lawn mower around E_S ###that 's , fairly regular . E_S ###SpeakerB74*t74 . ###Yeah . E_S ###SpeakerA75*t74 . ###SpeakerB76*t76 . ###That 's one of the exercise , now . E_S ###SpeakerA77*t77 . ###Yeah . E_S ###SpeakerB78*t78 . ###\[ I , \+ I , \] um , would like -N4035F6 to start -N403605 running . E_S ###I 've never been much of a runner E_S ###but I want -N403733 to start , E_S ###I want -N403793 to run E_S ###but \[ I do n't , \+ I do n't \] know if I 'll be able -N403825 \[ to , \+ to \] do it . E_S ###SpeakerA79*t79 . ###What E_S 	yes	yes	no	no	no	no	no	no	yes	SBAR	no
72175:60	i'm, i guess i probably put on about ten, nine or ten pounds, since i stopped --n407b7b playing, which --n407b8e was about four years ago.	###but just I 've never used those machines E_S ###I just use the regular machines and the free weights , you know , like little five pound hand weights and eight pound hand weights . E_S ###SpeakerA141*t141 . ###Yeah . E_S ###SpeakerB142*t142 . ###Just -NONE- to do , you know , some bicep , tricep exercises . E_S ###Sit-ups , of course . E_S ###SpeakerA143*t143 . ###yeah , E_S ###\[ that 's , \+ that 's \] where I 'm really starting -N4077E8 to get noticeable -N4077FB , E_S ###SpeakerB144*t144 . ###Uh-huh . E_S ###SpeakerA145*t145 . ###I 'm just getting real soft in the middle . E_S ###SpeakerB146*t146 . ###Oh , yeah , E_S ###I think -NONE- that 's , uh , number one problem with everyone . E_S ###SpeakerA147*t147 . ###Uh-huh . E_S ###I have n't really started -N407A77 to put on a lot of weight E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
72300:44	and almost all the people that i clean for --n400eb5, believe it or not, are mothers that --n400ee4 don't work.	###I guess -NONE- her schedule was shorter E_S ###so she was always , uh , home , E_S ###SpeakerB10*t10 . ###Always home by the time -NONE- you got home -N4009AA . E_S ###SpeakerA11*t11 . ###yeah . E_S ###Yeah , E_S ###\[ that , \+ that \] statistic I guess has been growing every year E_S ###it 's like something around sixty , sixty-five percent or so now . E_S ###SpeakerB12*t12 . ###Uh-huh . E_S ###SpeakerA13*t13 . ###Uh , I 'm not sure what the future holds -N400BF9 for that E_S ###whether , E_S ###SpeakerB14*t14 . ###\[ It seems like there 's , \+ it seems that there 's \] a grass roots , um , effort or whatever going on E_S ###\[ I , \+ I , \] um , clean houses part-time , E_S ###SpeakerA15*t15 . ###Uh-huh . E_S ###SpeakerB16*t16 . 	yes	yes	no	no	no	no	no	yes	yes	S	no
72352:13	believe it or not though the, all the women that --n4028b7 stay home are real busy when they are home --n4028e2.	###Yeah , E_S ###we 're looking at that now , E_S ###my wife 's about six months along . E_S ###SpeakerB28*t28 . ###Uh-huh . E_S ###I think -NONE- it -N402279 's going -N402288 to be a luxury item -NONE- to be able -N4022B3 to stay home with your kids . E_S ###SpeakerA29*t29 . ###Uh-huh . E_S ###SpeakerB30*t30 . ###You know , it 's going -N4023FB to \[ kind of \+ kind of \] go along with the B M W in the driveway \[ and , \+ or \] in the garage or whatever . E_S ###SpeakerA31*t31 . ###True . E_S ###SpeakerB32*t32 . ###Um , and the quarter of a million dollar home or whatever . E_S ###SpeakerA33*t33 . ###Yeah . E_S ###I 'm surprised that the main people -NONE- you work for -N402694 are women that -N4026A7 do stay home . E_S ###I would think -NONE- it would be women that -N4027BA were working full-time . E_S ###SpeakerB34*t34 . ###Yeah , E_S 	yes	yes	no	no	no	no	no	yes	yes	S	no
72536:50	i like, uh, i like readers digest, believe it or not.	###SpeakerA1*t1 . ###Okay . E_S ###SpeakerB2*t2 . ###Sure , E_S ###-NONE- go ahead . E_S ###SpeakerA3*t3 . ###What kind of books do you like -N40009C to read -N4000AB . E_S ###SpeakerB4*t4 . ###Oh , I like all kinds of books . E_S ###SpeakerA5*t5 . ###Yeah . E_S ###SpeakerB6*t6 . ###Mostly , uh , something , I like like true life , \[ not , \+ \] uh , you know , documentaries or real stories about real people and that kind of stuff or dramas in real life . E_S ###SpeakerA7*t7 . ###Uh-huh . E_S ###SpeakerB8*t7 . ###SpeakerA9*t9 . ###Uh-huh . E_S ###SpeakerB10*t10 . ###And , uh , I also like romantic novels . E_S 	yes	yes	no	no	no	no	no	yes	yes	S	no
72563:57	for some reason it seems --n400ca8 to interest me, like people that --n400ccb make a big comeback or, you know, orel hershiser, things like that.	###Yeah . E_S ###SpeakerB14*t14 . ###I like it because there 's a little bit of everything in it . E_S ###SpeakerA15*t15 . ###Right . E_S ###SpeakerB16*t16 . ###You know , that kind of a thing . E_S ###Uh , as far as like real novels , I have n't gotten into Shakespeare or any of that type of thing . E_S ###SpeakerA17*t17 . ###Uh-huh . E_S ###SpeakerB18*t18 . ###I wish -NONE- I had -NONE- \[ in , \+ in \] some senses E_S ###but I do n't have time -N400975 really as much as I would like -NONE- \[ to , \+ to \] get into that kind of thing . E_S ###How about you . E_S ###SpeakerA19*t19 . ###Um , well , I like , like you said , real life , um , E_S ###I like biographies of people 's lives , like , especially like athletes , E_S ###SpeakerB20*t20 . ###Uh-huh . E_S ###SpeakerA21*t21 . 	yes	yes	no	no	no	no	no	no	yes	S	no
72570:97	and, um, i like --n400e66 to read books on improve, like family, marriage, you know, things that --n400ead are written --n400ebc by like christian authors or, um, doctors about family and, you know, how to improve your home --n400f1b and all that kind of thing.	###Uh , as far as like real novels , I have n't gotten into Shakespeare or any of that type of thing . E_S ###SpeakerA17*t17 . ###Uh-huh . E_S ###SpeakerB18*t18 . ###I wish -NONE- I had -NONE- \[ in , \+ in \] some senses E_S ###but I do n't have time -N400975 really as much as I would like -NONE- \[ to , \+ to \] get into that kind of thing . E_S ###How about you . E_S ###SpeakerA19*t19 . ###Um , well , I like , like you said , real life , um , E_S ###I like biographies of people 's lives , like , especially like athletes , E_S ###SpeakerB20*t20 . ###Uh-huh . E_S ###SpeakerA21*t21 . ###for some reason it seems -N400CA8 to interest me , like people that -N400CCB make a big comeback or , you know , Orel Hershiser , things like that . E_S ###SpeakerB22*t22 . ###Sure . E_S ###SpeakerA23*t22 . ###SpeakerB24*t24 . ###Uh-huh . E_S ###SpeakerA25*t25 . 	yes	yes	no	no	no	no	no	no	yes	S	no
72646:93	i let papers, newspapers stack up and magazines stack up, if i don't really set aside a time to look or read them --n4026f8.	###so it 's , you know , E_S ###a lot time is spent -N401FB0 -NONE- doing things as far as the yard work or housework or , you know , that type of thing . E_S ###SpeakerA41*t41 . ###Yeah . E_S ###SpeakerB42*t41 . ###SpeakerA43*t43 . ###\[ I , \+ I \] set a goal -N40211E for myself -NONE- to read a book a month -N402149 this year which -N40215C is like about eleven more books than I would have read -N40218F last year , E_S ###but so far I 've only read like two books E_S ###and so I 'm not doing very well E_S ###but , E_S ###SpeakerB44*t44 . ###But see I do crafts too , E_S ###SpeakerA45*t45 . ###Yeah . E_S ###SpeakerB46*t46 . ###so it 's hard , E_S ###\[ I , \+ if I \] have a minute that 's what \[ I , \+ I \] do -N402515 . E_S ###SpeakerA47*t47 . ###Yeah , E_S ###I find -NONE- it 's real hard , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
72683:22	have you ever read, uh, or heard of the book this present darkness.	###Yeah . E_S ###SpeakerB54*t54 . ###It 's , E_S ###if I 'm really interested in what I 'm reading -N402DA4 , I mean , hours can go by E_S ###and \[ I , \+ I \] look up at the clock and say , oh , my word , you know . E_S ###SpeakerA55*t55 . ###Uh-huh . E_S ###SpeakerB56*t56 . ###In fact , I 'd rather -N402FD3 read sometimes than -NONE- watch T V . E_S ###SpeakerA57*t57 . ###Yeah , E_S ###oh , I would -NONE- too . E_S ###Um , -NONE- Kind of train your mind . E_S ###SpeakerB58*t58 . ###But I think -NONE- you get out of the habit , like you say , E_S ###you have -N403230 to like kind of set yourself , E_S ###SpeakerA59*t58 . ###SpeakerB60*t60 . ###Yep . E_S ###SpeakerA61*t61 . 	yes	yes	no	no	no	no	no	no	yes	SQ	no
72704:22	i'll stay up until two or three o'clock in the morning, you know, because i'm so engrossed in it	###SpeakerB62*t62 . ###No . E_S ###SpeakerA63*t63 . ###That was one of the books -NONE- I read -N4033C7 this year , E_S ###and it 's really fast paced and intense . E_S ###It \[ was a nonfiction book \+ or is a fiction book \] E_S ###but it was ar- , E_S ###it was one of the best -NONE- I read -N4035BE , E_S ###I mean , it was real good , E_S ###and \[ it was , \+ um , it was \] one of the few books that E_S ###like it , you know , E_S ###-NONE- just hurry up and go through without -NONE- putting down , you know . E_S ###SpeakerB64*t64 . ###Yeah , E_S ###right . E_S ###See that 's the other problem -NONE- I have -N403918 . E_S ###If I start into something and I really enjoy what I 'm reading -N4039C6 , then I have a terrible time -NONE- getting away from it too . E_S ###SpeakerA65*t65 . ###Uh-huh . E_S ###SpeakerB66*t66 . 	yes	yes	no	no	no	yes	no	no	yes	S	no
72966:36	do you know how to use them in your life or to influence --n408385,	###SpeakerB156*t156 . ###Amazing . E_S ###SpeakerA157*t157 . ###-NONE- Closed up and moved down to McKinney . E_S ###SpeakerB158*t158 . ###Oh , well , that 's good . E_S ###At least they kept the business part of it . E_S ###SpeakerA159*t159 . ###Yeah . E_S ###SpeakerB160*t160 . ###It 's scary though I 'm telling you -NONE- -N408039 . E_S ###SpeakerA161*t161 . ###I know . E_S ###SpeakerB162*t162 . ###I do n't know , E_S ###and , well , you know , with the other part of this thing was , how do you feel that this influences family -N408181 . E_S ###SpeakerA163*t163 . ###How do I feel what -N408284 . E_S ###SpeakerB164*t164 . ###\[ That , \+ that \] books influence , E_S 	yes	yes	no	no	no	no	no	no	yes	SQ	no
73050:45	especially, you know, if you catch yourself --n40072d short on cash or if you're on vacation, it --n400760's just easier to put everything on a card.	###-NONE- was a Visa card . Uh , issued -NONE- out of a Liberty Bank in Oklahoma City , E_S ###SpeakerB4*t4 . ###Uh-huh E_S ###SpeakerA5*t5 . ###because my sister worked at \[ the , \+ uh , the \] Visa \+ some Bank Americard \] center there . E_S ###SpeakerB6*t6 . ###Uh-huh . E_S ###SpeakerA7*t7 . ###So , we were still in college E_S ###and had she not worked there I 'm not sure that I would have qualified . E_S ###SpeakerB8*t7 . ###SpeakerA9*t9 . ###They 've come in handy over the years . E_S ###SpeakerB10*t10 . ###Yeah . E_S ###SpeakerA11*t11 . ###Uh , and they have become , \[ or , \+ \] also \[ a , \+ a \] real bother sometimes . E_S ###SpeakerB12*t12 . ###Oh , -NONE- tell me about it . E_S ###SpeakerA13*t13 . 	yes	yes	no	no	no	no	no	no	yes	S	no
73241:15	it was a visa or mastercard,	###, I mean , all -NONE- you get -N4034E2 is card offers , E_S ###I 've got three card offers -N403598 now , uh , from gas companies and , uh , Visa Gold and , uh , some , , other bank , uh , E_S ###SpeakerB98*t98 . ###Uh-huh . E_S ###SpeakerA99*t99 . ###Citibank I think -NONE- -N4036F9 is always sending the Visa stuff out . E_S ###And I usually just throw them away because I , I do n't want another one , E_S ###SpeakerB100*t100 . ###Oh , I do too , E_S ###I do n't even open them much , E_S ###I throw them out . E_S ###SpeakerA101*t101 . ###I do n't want -N40397F to have -N40398E to mess with it . E_S ###You know you carry around a wallet full of credit cards , E_S ###SpeakerB102*t102 . ###Uh-huh . E_S ###SpeakerA103*t103 . ###and , uh , one of these days it 's going -N403B12 to all be full . E_S ###SpeakerB104*t104 . ###A girlfriend of mine found a , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
73408:63	they had stayed with this family from the time these children were small, you know, four or five years old --n401579, up until they were well into grade school.	###SpeakerA25*t25 . ###Huh-uh . E_S ###SpeakerB26*t26 . ###and that worked for a while , E_S ###but \[ they were really , \+ adequate ones were really \] tough -NONE- -NONE- to find -N4010A5 . E_S ###SpeakerA27*t27 . ###I 'm sure -NONE- that 's true . E_S ###SpeakerB28*t28 . ###It takes that mixture of a very mature college student , who -N401205 wants -N401210 to do something and yet is willing -N401233 to give the time , and the interest to the children . E_S ###SpeakerA29*t29 . ###Huh-uh . E_S ###SpeakerB30*t29 . ###SpeakerA31*t31 . ###Right . E_S ###SpeakerB32*t31 . ###SpeakerA33*t33 . ###Right . E_S ###I do have a friend that , uh , uh , E_S ###she and her roommate became live-in care givers E_S ###and they loved it . E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
73474:74	there are those times when i think, gee, if i didn't have children i could be out --n402e81 playing bridge or golf --n402e98.	###Oh , yeah . E_S ###SpeakerB48*t47 . ###SpeakerA49*t49 . ###Huh-uh . E_S ###SpeakerB50*t49 . ###SpeakerA51*t51 . ###Yeah . E_S ###Most of the time . E_S ###SpeakerB52*t52 . ###Well , I just have -N402CA2 to be honest about it . E_S ###It 's not always , worth it . E_S ###SpeakerA53*t53 . ###Yeah . E_S ###Oh , sure . E_S ###SpeakerB54*t53 . ###SpeakerA55*t55 . ###Sure . E_S ###Sure . E_S ###Sure . E_S ###SpeakerB56*t56 . 	yes	yes	no	no	no	no	no	no	yes	S	no
73492:77	and, and, you know, multiplied --n403bd9 by the fact that you don't really trust the person or you're uncomfortable with the situation mumblex, as far as child care, um,	###Sure . E_S ###SpeakerB56*t56 . ###There are those times when I think , gee , if I did n't have children I could be out -N402E81 playing bridge or golf -N402E98 . E_S ###SpeakerA57*t57 . ###Right . E_S ###Right . E_S ###Right . E_S ###Right . E_S ###But , you know , it 's funny . E_S ###\[ I did , \+ I had \] a friend that -N403099 said , you know , before we always said -NONE- we do n't want children because we ca n't go off on the spur of the moment or this or that and the other E_S ###and she got older E_S ###and she said , but you know , we never do those things anyway . E_S ###So \[ why \+ , why \] am I waiting , you know -N4033F1 , E_S ###\[ it 's , \+ it 's \] just the way -NONE- your attitude changes -N4034B9 E_S ###and you mature I suppose -NONE- -N403580 . E_S ###But the thing about the child care \[ I , \+ you know , I \] have friends that -N403619 struggle financially E_S ###\[ and , \+ and \] they both do have -N403719 to work . E_S ###It 's a matter -N4037C0 not necessarily , uh , that she -N4037E3 might want -N4037F2 to stay home or he , as well , E_S ###but , you know , they need the money . E_S ###And , uh , when I seen some of my friends that -N403992 have taken that six week old baby , you know , to someone else -N4039D1 , it 's just , I can imagine how emotional it must be -N403A0C . E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
73520:26	they are not all things to all people or all children.	###SpeakerB60*t60 . ###And -NONE- felt \[ that , \+ that \] MUMBLEx , \[ and \+ \] feeling of safety . E_S ###SpeakerA61*t61 . ###Right . E_S ###SpeakerB62*t61 . ###SpeakerA63*t63 . ###Right . E_S ###SpeakerB64*t64 . ###And -NONE- were leaving them MUMBLEx small children . E_S ###SpeakerA65*t65 . ###Huh-uh . E_S ###SpeakerB66*t66 . ###But , we also learned something from that experience as our children got older . E_S ###SpeakerA67*t67 . ###Yeah . E_S ###SpeakerB68*t68 . ###It 's that care givers are not omniscient E_S ###SpeakerA69*t69 . ###Huh-uh . E_S ###SpeakerB70*t70 . 	yes	yes	no	no	no	no	no	no	yes	S	no
73659:91	is it, is it the one that --n4065ae needs, needs more supervision that --n4065cd has a bad influence on the older or more mature one.	###SpeakerB118*t118 . ###Uh , the other one I would n't leave -N406200 unsupervised -N40620B two minutes . E_S ###SpeakerA119*t119 . ###Yeah . E_S ###Yeah . E_S ###That 's just a difference in kids , I suppose -NONE- -N4062F3 . E_S ###SpeakerB120*t120 . ###That 's true . E_S ###SpeakerA121*t121 . ###Yeah . E_S ###SpeakerB122*t122 . ###What , E_S ###one leads the other . E_S ###SpeakerA123*t123 . ###Huh-uh , E_S ###yeah . E_S ###SpeakerB124*t124 . ###And , uh , E_S ###SpeakerA125*t125 . ###and \[ it 's , \+ it 's \] the one that -N4064BC 's going downhill , E_S 	yes	yes	no	no	no	no	no	no	yes	SQ	no
73690:19	i didn't want a brother or sister.	###As I said , I do n't have kids E_S ###and I 'm an only child E_S ###so I 've never been around children . E_S ###So , uh , I 'm sort of at a loss where that 's concerned -N406B00 -N406B07 . E_S ###But I do hear my friends talk about it . E_S ###SpeakerB130*t130 . ###\[ We , \+ we 're \] having such fun , E_S ###my wife and I were both only children . E_S ###SpeakerA131*t131 . ###Huh-uh . E_S ###SpeakerB132*t132 . ###And we just could n't wait -N406D48 to have two children so they would be such friends . E_S ###SpeakerA133*t133 . ###Yeah . E_S ###SpeakerB134*t134 . ###Wrong . E_S ###SpeakerA135*t135 . ###That 's like World War Three every minute . E_S ###I do n't know E_S ###\[ I , \+ I , \] \+ I \] have -N406F1E to admit , -NONE- I was \[ self- , \+ selfish \] as a child . E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
73888:61	so, i'm trying --n4028d7 to think of anything else that --n4028f6's changed over the last ten or twenty years.	###I guess , -NONE- when I was growing up -N402220 , \[ it was , \+ it -N402243 was \] still the ideal -NONE- to \[ get a , \+ get a \] home and buy house , E_S ###MUMBLEx and these days you see a lot of people living in apartments forever E_S ###SpeakerA51*t51 . ###Yeah . E_S ###SpeakerB52*t51 . ###SpeakerA53*t53 . ###Yeah E_S ###SpeakerB54*t54 . ###you know , you just do n't buy a house , E_S ###SpeakerA55*t55 . ###just because they ca n't get into one , E_S ###yeah , E_S ###that 's right . E_S ###Yeah , E_S ###the ways -NONE- our tax laws and stuff are structured -N402673 -N40267A , you ca n't ever catch a break until you can get into a house in a lot of ways , E_S ###SpeakerB56*t56 . ###Yeah . E_S ###SpeakerA57*t57 . ###so . Yeah , E_S ###\[ that 's , \+ that 's \] a good point E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
74049:29	he used --n40509b to go back twice --n4050b2 or three times --n4050c5 a year, you know, because he missed it.	###SpeakerB108*t108 . ###but , uh , E_S ###SpeakerA109*t109 . ###Well , I got some friends that , uh , E_S ###-NONE- seems like he went to school at like DeVry . E_S ###Is there a DeVry in Akron . E_S ###SpeakerB110*t110 . ###I do n't even know E_S ###SpeakerA111*t111 . ###Oh , E_S ###SpeakerB112*t112 . ###I have n't been up there in years . E_S ###SpeakerA113*t113 . ###Oh , I see , E_S ###well , he went to school somewhere in Ohio , E_S ###and he 's from that area , E_S ###and , uh , he works over in the \[ Park , \+ Park \] Central building I think -NONE- -N404E98 E_S ###but , uh , I have n't talked to him in a while , E_S ###but , um , yeah , E_S ###\[ he , \+ he \] misses it . E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
74280:75	and you can't make up in a classroom of one hour a day, what --n403a76's not been done --n403a8d for, fifteen or sixteen years at home,	###Like MUMBLEx . E_S ###SpeakerB64*t63 . ###SpeakerA65*t65 . ###Right . E_S ###SpeakerB66*t66 . ###and you can see exactly , why the child is that way -N40376A . E_S ###SpeakerA67*t67 . ###Yeah E_S ###exactly . E_S ###SpeakerB68*t68 . ###You \[ can \+ as a teacher , ca n't \] hold a child accountable , if you 're not going -N403862 to get reinforced -N403875 by , that at home . E_S ###SpeakerA69*t69 . ###Yeah . E_S ###SpeakerB70*t69 . ###SpeakerA71*t71 . ###That 's right . E_S ###SpeakerB72*t71 . ###SpeakerA73*t73 . ###that 's right . E_S ###SpeakerB74*t74 . 	yes	yes	no	no	no	yes	no	no	yes	S	no
74544:45	do youself have children wi-, who --n400aaf are --n400aba or have been --n400acd through the public school system.	###SpeakerB3*t3 . ###And what do you think -NONE- that problem is -N40021A . E_S ###SpeakerA4*t4 . ###And I think -NONE- a lot of it has -N4002AC to do with the fact that we do n't train our teachers very well . E_S ###And then we put the schools in the hands of professional educators instead of the teachers and the parents . E_S ###And then , oh , \[ we do n't , \+ uh , we put \] too much , uh , responsibility -N400502 on the teachers , for things that -N400525 are really not education . E_S ###SpeakerB5*t4 . ###SpeakerA8*t8 . ###They 're social services . E_S ###SpeakerB9*t9 . ###Huh . That seems like you 've thought this through quite a bit before . E_S ###SpeakerA10*t10 . ###Well , \[ I , \+ as a matter of fact , I \] just finished -N400798 editing a book on the topic . E_S ###So I have some rather strong opinions . E_S ###SpeakerB11*t11 . ###That 's interesting . E_S ###Do you , uh , yourself ... E_S ###SpeakerA12*t12 . ###\[ And , \+ and \] I 'm sure -NONE- they 're colored -N4009A4 by what I 've edited -N4009BF . E_S ###SpeakerB13*t13 . 	yes	yes	no	no	no	no	no	no	yes	SQ	no
74620:92	if we paid them more, it would attract more the, the higher educated people to, to either move into that field or to continue in that field.	###SpeakerB37*t37 . ###And , uh , that , basically , is the extent to which \[ our , \+ our \] family has been directly , you know , E_S ###they 've always been involved . E_S ###My parents through \[ the , \+ the \] P T A organization . E_S ###And my mother was on the school board for eight years . E_S ###SpeakerA38*t38 . ###Uh-huh . E_S ###SpeakerB39*t39 . ###But , uh , \[ that was , \+ that 's \] the extent of which I guess -NONE- that 's more \[ than , \+ than \] some people , less than others . E_S ###SpeakerA40*t40 . ###That 's more than a lot . E_S ###SpeakerB41*t41 . ###I would , uh , tend -N4025B7 to agree with you that there is a problem . E_S ###The methods of -NONE- correcting it I have n't thought through -N4026AB quite to the detail which you have -NONE- -N4026D2 . E_S ###But I believe that there 's definitely a basic perception and image problem with the fact of -NONE- even being a teacher . E_S ###SpeakerA42*t42 . ###Uh-huh . E_S ###SpeakerB43*t43 . ###And if there was a way -NONE- -NONE- \[ to , \+ \] through the public mind , set that image to be a little higher esteem , \[ a little , \+ uh , uh , a little \] more prestige to -NONE- being a teacher -N402998 . E_S ###And with that , of course , you know , you have -N402B78 to pay them \[ a , \+ \] accordingly . E_S 	yes	yes	no	no	no	no	yes	no	yes	S	no
74642:57	it, unfortunately, it's a, and it's a business or an occupation that the results are not as tangible as other ones --n40361d	###Yeah . E_S ###SpeakerB45*t45 . ###And then if you paid them more , you 'd also be able -N402E81 to demand a higher quality product out of them . E_S ###SpeakerA46*t46 . ###I think -NONE- that 's absolutely right . E_S ###They , E_S ###the thing that -N403020 worries me about that is that if you just raise salaries across the board , you 're going -N40306F to be , uh , rewarding people who -N403096 've been doing a lousy job . \[ And \+ \] instead of getting the , uh , improvement that we want -N4030E9 . E_S ###SpeakerB47*t46 . ###SpeakerB49*t49 . ###Sure . E_S ###SpeakerA50*t49 . ###SpeakerB51*t51 . ###Sure . E_S ###SpeakerA52*t52 . ###So we 'd have -N40333C to have some way -NONE- -NONE- to , uh , reward and recognize the teachers who -N403383 are doing a good job and give them \[ a , \+ a \] pat on the back and respect and some honor and more money -N4033E6 . E_S ###SpeakerB53*t52 . ###SpeakerB55*t55 . ###Uh-huh . E_S ###SpeakerA56*t55 . ###SpeakerB57*t57 . 	yes	yes	no	no	no	no	no	no	yes	S	no
74729:93	and it --n406031 was absolutely clear that if you could get your book adopted --n406064 by texas, then you had a built-in market because there were only about three or four textbooks in each subject	###SpeakerB87*t87 . ###I think , -NONE- especially in the younger years you need -N405611 to have more of \[ the , \+ the \] person contact rather than just the fact that your machine being fed -N405670 information -NONE- -NONE- \[ to , \+ to \] learn how -NONE- to learn -N4056A3 -N4056AA . E_S ###SpeakerA88*t88 . ###Yeah . E_S ###Well , another thing -NONE- I think -NONE- -N4058CF would be helpful would be -NONE- to have some sort \[ of , \+ of \] say a national curriculum . Because one of the problems with -NONE- getting good textbooks is that we have such a fragmented system for , uh , curriculums that the textbook makers produce a textbook that -N40599A will sell in Texas and California . E_S ###And then everybody else is stuck -N405C42 with that , regardless of what they want -N405C69 to teach -N405C78 . E_S ###SpeakerB89*t89 . ###Huh . E_S ###Is that because that 's where the two biggest markets are -N405D8F E_S ###SpeakerA90*t90 . ###Because it ... E_S ###SpeakerB91*t91 . ###or . E_S ###SpeakerA92*t92 . ###Well , that 's the two states that -N405E77 adopt on a state wide basis . E_S ###SpeakerB93*t93 . ###I see . E_S ###SpeakerA94*t94 . ###Uh , and so it , uh , E_S ###I used -N405FB3 to work for a textbook publisher E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
74742:45	and then the states that --n406515 either don't adopt on a state wide basis or don't have as many kids, just have --n406568 to follow along and take what texas gets --n40658f.	###SpeakerA92*t92 . ###Well , that 's the two states that -N405E77 adopt on a state wide basis . E_S ###SpeakerB93*t93 . ###I see . E_S ###SpeakerA94*t94 . ###Uh , and so it , uh , E_S ###I used -N405FB3 to work for a textbook publisher E_S ###and it -N406031 was absolutely clear that if you could get your book adopted -N406064 by Texas , then you had a built-in market because there were only about three or four textbooks in each subject E_S ###and all -NONE- you had -N40620B to do -N40621A is -NONE- just get your share of those adopted -NONE- in the individual school districts . E_S ###SpeakerB95*t95 . ###Uh-huh . E_S ###SpeakerA96*t95 . ###SpeakerB97*t97 . ###Huh . E_S ###SpeakerA98*t98 . ###And , you know , a third of the Texas market with its millions of kids is a heck of a lot of textbooks . E_S ###SpeakerB99*t99 . ###Sure . E_S ###Sure . E_S ###SpeakerA100*t100 . 	yes	yes	no	no	no	no	yes	no	yes	S	no
75061:22	and now it's running ten or fifteen minutes fast again.	###SpeakerA87*t87 . ###We 've got power surges on the west side of our house . E_S ###We 've got our stereo hooked -N404760 up . E_S ###SpeakerB88*t88 . ###Uh-huh . E_S ###SpeakerA89*t89 . ###Well that , E_S ###the power makes it run . E_S ###It 's never ran , E_S ###it 's always ran just fine , the clock and stuff . E_S ###SpeakerB90*t90 . ###Uh-huh . E_S ###SpeakerA91*t91 . ###But it runs about ten minutes fast , except \[ for about a month , \+ for about a month \] \[ the , \+ the \] clock ran normal . E_S ###SpeakerB92*t92 . ###Um . E_S ###SpeakerA93*t93 . ###And then the power went off again , E_S ###lightning or something knocked it out E_S ###and we hooked it back up E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
75070:30	it's all new wiring up in the attic, or i guess crawl space,	###it 's always ran just fine , the clock and stuff . E_S ###SpeakerB90*t90 . ###Uh-huh . E_S ###SpeakerA91*t91 . ###But it runs about ten minutes fast , except \[ for about a month , \+ for about a month \] \[ the , \+ the \] clock ran normal . E_S ###SpeakerB92*t92 . ###Um . E_S ###SpeakerA93*t93 . ###And then the power went off again , E_S ###lightning or something knocked it out E_S ###and we hooked it back up E_S ###and now it 's running ten or fifteen minutes fast again . E_S ###SpeakerB94*t94 . ###Um . E_S ###SpeakerA95*t95 . ###But on the east side of the house it runs fine . E_S ###SpeakerB96*t96 . ###Oh boy , you do have a strange wiring problem there . E_S ###SpeakerA97*t97 . ###He put new wiring in , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
